ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
13105,Minor discovery: gain <research(1000)>,小發現：獲得<research(1000)>,Minor discovery,小发现,OK,,,,,Trunk\Mars/Dlc/picard/Presets/DiscoveryGenericPreset.lua(00089),DiscoveryGenericPreset Default Discovery_Generic_8 title,,,,1010373,,
576472475256,We have recorded a striking solar prominence.,我們記錄到一次壯觀的日珥。,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/DiscoveryGenericPreset.lua(00094),DiscoveryGenericPreset Default Discovery_Generic_9 description,,,,1005383,,
13106,Minor discovery: gain <research(1000)>,小發現：獲得<research(1000)>,Minor discovery,小发现,OK,,,,,Trunk\Mars/Dlc/picard/Presets/DiscoveryGenericPreset.lua(00098),DiscoveryGenericPreset Default Discovery_Generic_9 title,,,,1010373,,
664915508194,"<em>Underground Marsquakes</em> only occur in the Martian underground. These local tremors cause rocks and rubble to fall from the cave ceilings and can create new <em>Cave-Ins</em> as a result.

<em>Support Struts</em> can reduce the impact of <em>Underground Marsquakes</em> and help protect our colony.","<em>地下地震</em>只發生在火星地下。這些區域性的震動導致岩石和碎石從洞穴頂部掉落，並製造新的<em>塌方</em>。

<em>支撐柱</em>能削弱<em>地下地震</em>的影響並保護我們的殖民地。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00011),EncyclopediaArticle Disasters UndergroundQuakes text,,,,1005383,,
887554163277,<new_in('picard')>Underground Marsquakes,<new_in('picard')>地下地震,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00013),EncyclopediaArticle Disasters UndergroundQuakes title_text,,,,1005383,,
760602736588,"Exotic Minerals <image UI/Icons/Sections/ExoticMinerals.tga> only appear on <em>Asteroids</em> and cannot be found on Mars itself. They can be obtained by going on mining missions to <em>Asteroids</em> that are within range of Mars. 

Exotic Minerals are mainly used to construct reinforced buildings that can withstand the harsh environments of the Martian Underground and Asteroids. 

<center><image UI/Common/rollover_line.tga 2000> <left>

One thing that both Mars and Earth have in common is that they lack certain mineral compositions that are beneficial to the development of our colony. It has long been known that there are Asteroids rich in these Exotic Minerals, however mining them from Earth has always been problematic. Luckily Mars is much better suited as a base for these mining missions, allowing us to gain access to resources and technology that were out of practical reach before.","奇異礦物<image UI/Icons/Sections/ExoticMinerals.tga>只出現在<em>小行星</em>上，在火星上找不到。可以透過前往火星範圍內的<em>小行星</em>進行採礦任務獲得奇異礦物。

奇異礦物主要用來建造加固建築，可以經受火星地下和小行星上的惡劣環境。

<center><image UI/Common/rollover_line.tga 2000><left>

火星和地球有一個共同點，那就是它們都缺乏某些有益於建設我們殖民地的礦藏。長久以來，人們就知道這些小行星富含奇異礦物，然而從地球上開採這些礦物一直是個問題。很幸運，火星更適合作為採礦任務的基地，這能讓我們獲得以前實際無法獲得的資源和技術。","<em>Exotic Minerals</em> only appear on <em>Asteroids</em> and cannot be found on Mars itself. They can be obtained by going on mining missions to <em>Asteroids</em> get within range or Mars. 

Exotic Minerals are mainly used to construct reinforced buildings that can withstand the harsh environments of the Martian Underground and Asteroids. 

<center><image UI/Common/rollover_line.tga 2000> <left>

One thing that both Mars and Earth have in common is that they lack certain mineral compositions that are beneficial to the development of our colony. It has long been known that there are Asteroids rich in these Exotic Minerals, however mining them from Earth has always been problematic. Luckily Mars is much better suited as a base for these mining missions, allowing us to gain access to resources and technology that were out of practical reach before.","<em>奇异矿物</em>只出现在<em>小行星</em>上，在火星上找不到。可以通过前往火星范围内的<em>小行星</em>进行采矿任务获得奇异矿物。

奇异矿物主要用来建造加固建筑，可以经受火星地下和小行星上的恶劣环境。

<center><image UI/Common/rollover_line.tga 2000><left>

火星和地球有一个共同点，那就是它们都缺乏某些有益于建设我们殖民地的矿藏。长久以来，人们就知道这些小行星富含奇异矿物，然而从地球上开采这些矿物一直是个问题。很幸运，火星更适合作为采矿任务的基地，这能让我们获得以前实际无法获得的资源和技术。",OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00022),EncyclopediaArticle Resources ExoticMinerals text,,,,1006192,,
878770838263,<new_in('picard')>Exotic Minerals,<new_in('picard')>奇異礦物,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00024),EncyclopediaArticle Resources ExoticMinerals title_text,,,,1005383,,
107219558759,"<em>Asteroid Landers</em> are specifically designed to ferry resources, prefabs, vehicles and <em>Colonists</em> from Mars to <em>Asteroids</em> and back. While they are perfect for these short and demanding trips, <em>Asteroid Landers</em> cannot make the journey between Mars and Earth.

<em>Asteroid Landers</em> can be ordered from the <em>Resupply</em> screen or can be build on Mars directly once the required technology is researched. 

The cargo of <em>Asteroid Landers</em> can be selected and modified by using the <em>Edit Payload</em> action. Once cargo is requested <em>Drones</em> will start loading it into the rocket.","<em>小行星登陸艙</em>是專門設計，用來在火星和<em>小行星</em>之間運載資源、預製件、載具和<em>殖民地居民</em>的。 <em>小行星登陸艙</em>雖然非常適合這些短途而苛刻的旅行，但它們無法在火星和地球間航行。

<em>小行星登陸艙</em>可以從<em>重新補給</em>螢幕上訂購，也可以在研發了所需技術後直接在火星上建造。

<em>小行星登陸艙</em>的貨物可以透過使用<em>編輯貨物</em>操作來選擇和修改。發出貨物請求後，<em>無人機</em>就會開始將其裝入火箭。","<em>Asteroid Landers</em> are specifically designed to ferry resources, prefabs, vehicles and <em>Colonists</em> from Mars to <em>Asteroids</em> and back. While they are perfect for these short and demanding trips, <em></Asteroid Landers</em> cannot make the journey between Mars and Earth.

<em>Asteroid Landers</em> can be ordered from the <em>Resupply</em> screen or can be build on Mars directly once the required technology is researched. 

The cargo of <em>Asteroid Landers</em> can be selected and modified by using the <em>Edit Payload</em> action. Once a cargo is requested <em>Drones</em> will start loading it into the rocket.","<em>小行星登陆舱</em>是专门设计，用来在火星和<em>小行星</em>之间运载资源、预制件、载具和<em>殖民地居民</em>的。<em></Asteroid Landers</em>虽然非常适合这些短途而苛刻的旅行，但它们无法在火星和地球间航行。

<em>小行星登陆舱</em>可以从<em>重新补给</em>屏幕上订购，也可以在研发了所需技术后直接在火星上建造。

<em>小行星登陆舱</em>的货物可以通过使用<em>编辑货物</em>操作来选择和修改。发出货物请求后，<em>无人机</em>就会开始将其装入火箭。",OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00035),EncyclopediaArticle Vehicles LanderRocket text,,,,1007306,,
120991788469,<new_in('picard')>Asteroid Lander,<new_in('picard')>小行星登陸艙,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00037),EncyclopediaArticle Vehicles LanderRocket title_text,,,,1005383,,
325315762203,"This modification allows <em>RC Rovers</em> to function on the micro-G environment of <em>Asteroids</em>. 

Once the technology is researched this modification is automatically applied to all <em>RC Rovers</em> that are deployed on <em>Asteroids</em>. The <em>RC Rovers</em> revert to their original configuration when they return to Mars.","這項改造使<em>遙控探測車</em>可以在<em>小行星</em>的微重力環境中工作。

一旦相關科技研發完成，這項改造會自動應用在部署在<em>小行星</em>上的所有<em>遙控探測車</em>上。當<em>遙控探測車</em>返回火星時，它們將恢復到原始的配置。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00048),EncyclopediaArticle Vehicles HoverRovers text,,,,1005383,,
272282167551,<new_in('picard')>Hovering RC Rovers,<new_in('picard')>懸浮遙控探測車,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00050),EncyclopediaArticle Vehicles HoverRovers title_text,,,,1005383,,
747838841527,"Below the surface of Mars lies a system of volcanic tunnels and caves, filled with resources and secrets waiting to be uncovered. 

<center><image UI/Common/rollover_line.tga 2000> <left>

To access the Martian underground an <em>Elevator</em> must be constructed. <em>Elevators</em> can only be constructed on top of <em>Underground Passages</em> on the surface of Mars and on top of <em>Surface Passages</em> in the Martian underground. Once an <em>Elevator</em> is constructed you can switch between a view of the surface and the underground using the <em>Map Buttons</em> in the bottom right of the screen. 

Resources and <em>Colonists</em> are not automatically moved between the surface and the underground. Both have to be moved manually from one to the other using the <em>Elevator</em>. 

<em>Power and Life Support</em> grids can not be connected between the surface and the underground.","在火星地表之下，是一個火山隧道和洞穴系統，裡面充滿了有待發掘的資源和秘密。

<center><image UI/Common/rollover_line.tga 2000> <left>

要前往火星地下，必須建造<em>電梯</em>。<em>電梯</em>只能建在火星地表的<em>地下通道</em>頂部和火星地下的<em>地表通道</em>頂部。一旦<em>電梯</em>建好，你就可以用螢幕右下的<em>地圖按鈕</em>在地表和地下的視角之間切換。

資源和<em>殖民地居民</em>不會自動在地表和地下之間往返。他們都需要用<em>電梯</em>手動移動。

<em>電力和生命供給</em>供應網不能連線地表和地下世界。",,,OK,,,,ps4:button xb1:button,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00059),EncyclopediaArticle GameMechanics UndergroundGeneral text,,,,1005383,,
814972788130,<new_in('picard')>The Martian Underground,<new_in('picard')>火星地下,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00061),EncyclopediaArticle GameMechanics UndergroundGeneral title_text,,,,1005383,,
354954610059,"The Martian underground is dark and devoid of natural light. All resources and anomalies are hidden and can’t be revealed using <em>Probes</em>.

<em>Buildings, RC Rovers and Drones</em> provide light that can reveal hidden <em>Resource Deposits</em> and <em>Anomalies</em>. Once revealed these <em>Resource Deposits</em> and <em>Anomalies</em> stay visible on the map, even when they are no longer illuminated.

<em>Buried Wonders</em> can be found in the Martian underground. Once investigated, they can offer benefits to the colony.

Parts of the Martian underground will be blocked by <em>Cave-Ins</em> that can be cleared once the required technology is researched.","火星地下是黑暗的，沒有自然光。所有的資源和異象都是隱藏的，只能用<em>探機</em>發現它們。

<em>建築、遙控探測車和無人機</em>發出的光線能顯示隱藏的<em>資源點</em>和<em>異象</em>。這些<em>資源點</em>和<em>異象</em>一旦被顯示出來，即使不再被照亮，它們也可以在地圖上看到。

在火星地下還能找到<em>埋藏的奇觀</em>。一旦被調查，它們就能為殖民地提供益處。

火星地下有些地方會被<em>塌方</em>阻擋，研發完成所需的技術之後就能清理這些塌方。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00070),EncyclopediaArticle GameMechanics UndergroundExploration text,,,,1005383,,
853734248561,<new_in('picard')>Underground Exploration,<new_in('picard')>地下探索,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00072),EncyclopediaArticle GameMechanics UndergroundExploration title_text,,,,1005383,,
803650464265,"<em>Asteroids</em> are time limited, separate areas that can be visited by <em>Asteroid Lander</em>. There are different types of <em>Asteroids</em> each with different types and amounts of resources available on them. 

<em>Asteroids</em> are the only source of <em>Exotic Minerals</em>, but can also contain <em>Metal, Rare Metals, Polymers and Water</em>. In order to mine these resources, specific technology that can operate in the micro-G environment of the <em>Asteroid</em> is required. 

<em>Asteroids</em> can be discovered by <em>Recon Centers</em>. Once they are discovered <em>Asteroids</em> stay available until their time limit runs our or they are abandoned. <em>Be careful - All Buildings, vehicles and resources present on an Asteroid when the time limit runs our are lost.</em>

Only three <em>Asteroids</em> can be tracked at once. The <em>Asteroids</em> that are currently available can be viewed in the <em>Planetary View</em>.","<em>小行星</em>是<em>小行星登陸艙</em>可以訪問的、限時的獨立區域。有不同型別的<em>小行星</em>，每種小行星都儲有不同型別和數量的可用資源。

<em>小行星</em>是<em>奇異礦物</em>的唯一來源，但同時它們也儲有<em>金屬、稀有金屬、聚合物和水資源</em>。為了開採這些資源，需要能在<em>小行星</em>的微重力環境下工作的特定技術。

<em>小行星</em>能被<em>偵察中心</em>發現。被發現的<em>小行星</em>將一直可用，直至它們的時限結束或被廢棄。<em>當心：當時限結束時，小行星上所有的建築、載具和現存資源都會丟失。</em>

一次只能追蹤三顆<em>小行星</em>。可以在<em>行星檢視</em>介面中看到目前可用的<em>小行星</em>。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00081),EncyclopediaArticle GameMechanics Astroids text,,,,1005383,,
856175618036,<new_in('picard')>Asteroids,<new_in('picard')>小行星,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00083),EncyclopediaArticle GameMechanics Astroids title_text,,,,1005383,,
661785353999,"<em>Buried Wonders</em> are unique structures that can be found in the Martian underground. They can be investigated by scanning the <em>Anomaly</em> associated with them. This starts a chain of events that can result in beneficial outcomes for the colony. 

There are several different <em>Buried Wonders</em> to be discovered.","<em>埋藏的奇觀</em>是能在火星地下發現的獨特建築。可以透過掃描和它們關聯的<em>異象</em>來調查它們。這會開始一系列事件，最終為殖民地帶來有益的結果。

待發現的<em>埋藏的奇觀</em>有好幾種型別。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00092),EncyclopediaArticle GameMechanics BuriedWonders text,,,,1005383,,
352483821926,<new_in('picard')>Buried Wonders,<new_in('picard')>埋藏的奇觀,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00094),EncyclopediaArticle GameMechanics BuriedWonders title_text,,,,1005383,,
226147003480,"Once the Martian underground or an <em>Asteroid</em> become available, the game is played on multiple maps. Maps can be switched using the <em>Map Buttons</em> on the bottom right of the screen.
 
Each separate map has its own set of notification, resources, <em>Colonists</em>, and <em>Power and Life Support</em> grids. Resources and <em>Colonists</em> can be moved between maps using <em>Elevators</em> and <em>Asteroid Landers</em>. The number of notification on inactive maps can be seen on the <em>Map Buttons</em>.

Time passes at the same rate on each map. This means production on inactive maps continues as normal, but so do dust build up and disasters.","一旦火星地下或<em>小行星</em>可用，遊戲就會在多張地圖上進行。可以用螢幕右下的<em>地圖按鈕</em>切換地圖。

每張地圖都分別有自己的通知、資源、<em>殖民地居民</em>和<em>電力和生命供給</em>供應網。可以使用<em>電梯</em>和<em>小行星登陸艙</em>在不同地圖間輸送資源和<em>殖民地居民</em>。在<em>地圖按鈕</em>上能看到未啟用地圖的通知數。

每張地圖上的時間流逝速度是相同的。這意味著未啟用地圖上的生產在正常進行，但塵土累積和災害也是一樣。",,,OK,,,,ps4:button xb1:button,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00103),EncyclopediaArticle GameMechanics MultipleMaps text,,,,1005383,,
808322928789,<new_in('picard')>Multiple Map Management,<new_in('picard')>多地圖管理,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00105),EncyclopediaArticle GameMechanics MultipleMaps title_text,,,,1005383,,
875519700559,"The <em>Prefab-Refab</em> technology allows most buildings to be turned back into prefabs. By using the <em>Refab</em> action on a building, <em>Drones</em> will be deployed to turn the building back into a prefab. 

Prefabs are tied to individual maps and can be moved to other maps using <em>Elevators</em> and <em>Asteroid Landers</em>.","<em>預製件重構</em>技術可以讓大多數建築轉化回預製件。透過對建築使用<em>重構</em>操作，<em>無人機</em>將被部署並把建築轉化回預製件。

預製件與其所在的地圖繫結，並可以透過<em>電梯</em>和<em>小行星登陸艙</em>運送至其他地圖。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00114),EncyclopediaArticle GameMechanics PrefabRefab text,,,,1005383,,
595111224681,<new_in('picard')>Prefab-Refab,<new_in('picard')>預製件重構,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00116),EncyclopediaArticle GameMechanics PrefabRefab title_text,,,,1005383,,
338606684432,"<em>Cave-Ins</em> are obstructions that appear in the Martian Underground. They can only be cleared by <em>Drones</em> once the required technology is researched.

New <em>Cave-Ins</em> can appear during <em>Underground Marsquakes</em> and certain events.","<em>塌方</em>是出現在火星地下的障礙物。它們只能在研發了所需技術後用<em>無人機</em>清除。

新的<em>塌方</em>隨著<em>地下地震</em>和特定事件的進行而出現。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00124),EncyclopediaArticle GameMechanics CaveIns text,,,,1005383,,
754783165196,<new_in('picard')>Cave-Ins,<new_in('picard')>塌方,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/EncyclopediaArticle.lua(00126),EncyclopediaArticle GameMechanics CaveIns title_text,,,,1005383,,
13703,No Below and Beyond content,無上天入地內容,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/GameRules.lua(00004),GameRules NoPicard description,,,,1006192,,
13704,No Below and Beyond,無上天入地,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/GameRules.lua(00005),GameRules NoPicard display_name,,,,1006192,,
13705,"<grey>""Things are only impossible until they are not.""
<right>Jean-Luc Picard</grey><left>","<grey>“可能與不可能僅在一念之間。”
<right>讓-盧克·皮卡德</grey><left>","<grey>""Things are only impossible untill they are not.""
<right>Jean-Luc Picard</grey><left>","<grey>“可能与不可能仅在一念之间。”
<right>让-卢克·皮卡德</grey><left>",OK,,,,,Trunk\Mars/Dlc/picard/Presets/GameRules.lua(00007),GameRules NoPicard flavor,,,,1011130,,
721087777119,Underground quakes rating set to a new Max level for all locations on Mars,火星所有地區的地下地震風險都變為最高等級。,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/GameRules.lua(00022),GameRules ActivePlateTectonics description,,,,1006192,,
170312621563,Active Plate Tectonics,活動板塊構造,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/GameRules.lua(00023),GameRules ActivePlateTectonics display_name,,,,1006192,,
673877974051,"<grey>""Shaken, not stirred""
<right>James Bond</grey><left>","<grey>“要搖勻，不要攪動。”
<right>詹姆斯·邦德</grey><left>",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/GameRules.lua(00025),GameRules ActivePlateTectonics flavor,,,,1006192,,
153546467541,Underground Exotic Mineral deposits can be exploited by either <em>Micro-G Auto Extractors</em> or <em>Micro-G Mining Stations</em>. The later requires Colonists to operate.,可用<em>微重力自動挖掘站</em>或<em>微重力採礦站</em>開採地下奇異礦物資源點。後者需要殖民地居民操作。,"We are not yet ready to exploit underground Exotic Minerals deposits. When Colonists arrive on Mars, they will be able to operate <em>Exotic Minerals Extractors</em>.",我们目前还无法开采地下的奇异矿物资源。等殖民地居民到达火星后，他们可以操作<em>奇异矿物挖掘站</em>，使其正常运转。,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00008),OnScreenHint HintUndergroundPreciousMinerals text,,,,1006192,,
273182619612,Underground Deposit (Exotic Minerals),地下奇異礦物資源點,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00009),OnScreenHint HintUndergroundPreciousMinerals title,,,,1005383,,
559096813246,"<em>Asteroids</em> are small locations that are only available for a short time. They contain <em>Exotic Minerals</em> and other valuable resources.

<em>Asteroids</em> can only be visited with <em>Asteroid Landers</em>. The process can be started with the ""Visit Asteroid"" action of the <em>Asteroid Lander</em> or by selecting an <em>Asteroid</em> in the <em>Planetary View</em>. <em>Asteroid Landers</em> can be ordered from Earth similar to other rockets.","<em>小行星</em>是可用時間很短的小型地點。它們儲有<em>奇異礦物</em>和其他寶貴的資源。

只有<em>小行星登陸艙</em>可以訪問<em>小行星</em>。可以透過<em>小行星登陸艙</em>的“訪問小行星”操作，或是在<em>行星檢視</em>中選擇一顆<em>小行星</em>以開始該程序。和其他火箭類似，<em>小行星登陸艙</em>可以從地球訂購。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00017),OnScreenHint HintAsteroids text,,,,1005383,,
13110,Visiting Asteroids,訪問小行星,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00018),OnScreenHint HintAsteroids title,,,,1005383,,
812585808693,"<em>Asteroid Landers</em> can be send to <em>Asteroids</em> by using the ""Visit Asteroid"" action or through the <em>Planetary View</em>.

Once an <em>Asteroid Lander</em> and destination have been selected, cargo can be requested. Drones will load the requested cargo onto the <em>Asteroid Lander</em>. Once everything is loaded and the rocket is fueled up it will launch automatically.

Plan your loadout carefully based on what is present on the <em>Asteroid</em>. And keep in mind <em> Asteroid Landers need to be refueled on the Asteroid!</em>","可以使用“訪問小行星”操作，或是透過<em>行星檢視</em>將<em>小行星登陸艙</em>發射至<em>小行星</em>。

一旦選定了<em>小行星登陸艙</em>和目的地，就可以請求貨物。無人機會將請求的貨物裝載至<em>小行星登陸艙</em>。所有貨物裝載完成，火箭加滿燃料後就會自動發射。

根據<em>小行星</em>上擁有的資源謹慎選擇攜帶的貨物。記住，<em>小行星登陸艙需要在小行星上補充燃料！</em>","<em>Asteroid Landers</em> can be send to <em>Asteroids</em> by using the ""Visit Asteroid"" action or through the <em>Planetary View</em>.

Once an <em>Asteroid Lander</em> and destination have been selected, cargo can be requested. Drones will load the requested cargo onto the <em>Asteroid Lander</em>. Once everything is loaded and the rocket is fueled up it will launch automatically.","可以使用“访问小行星”操作，或是通过<em>行星视图</em>将<em>小行星登陆舱</em>发射至<em>小行星</em>。

一旦选定了<em>小行星登陆舱</em>和目的地，就可以请求货物。无人机会将请求的货物装载至<em>小行星登陆舱</em>。所有货物装载完成，火箭加满燃料后就会自动发射。",OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00026),OnScreenHint HintLoadingLanderRockets text,,,,1006192,,
815102719721,Loading Asteroid Landers,裝載小行星登陸艙,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00027),OnScreenHint HintLoadingLanderRockets title,,,,1005383,,
468445110216,"<em>Asteroids</em> can be mined with unique buildings such as the <em>Micro-G Auto Extractor</em>. The gathered resources need to be transported back to Mars with an <em>Asteroid Lander</em>. Keep in mind that the <em>Asteroid Lander</em> must be refueled for the return trip.

When the time runs out, refueled Asteroid Landers depart back to Mars. <em>Everything else left on the Asteroid is lost!</em>","可以用特定的建築來開採<em>小行星</em>，比如<em>微重力自動挖掘站</em>。收集到的資源需要用<em>小行星登陸艙</em>輸送回火星。記住，必須給<em>小行星登陸艙</em>補充燃料以返回火星。

當時間耗盡時，補充好燃料的小行星登陸艙就會返回火星。<em>留在小行星的一切都會丟失！</em>","<em>Asteroids</em> can be mined with unique buildings such as the <em>Micro-G Auto Extractor</em>. The gathered resources need to be transported back to Mars with an <em>Asteroid Lander</em>. Keep in mind that the <em>Asteroid Lander</em> must be refueled for the return trip.

<em>Everything left on the Asteroid when time runs out is lost!</em>","可以用特定的建筑来开采<em>小行星</em>，比如<em>微重力自动挖掘站</em>。收集到的资源需要用<em>小行星登陆舱</em>输送回火星。记住，<em>小行星登陆舱</em>加注的燃料必须足够往返。

<em>当时间耗尽时，小行星上剩下的一切东西都会丢失！</em>",OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00035),OnScreenHint HintMiningAsteroids text,,,,1006192,,
703440344649,Mining Asteroids,開採小行星,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00036),OnScreenHint HintMiningAsteroids title,,,,1005383,,
541294351503,"The <em>Recon Center</em> can discover new <em>Asteroids</em>. 

Upon discovery they can opt to investigate the <em>Asteroid</em> further to provide more information before visiting the <em>Asteroid</em>. This costs <electronics(20000)> which have to stored in <em>Recon Centers</em> as the <em>Asteroid</em> is discovered.","<em>偵察中心</em>能發現新的<em>小行星</em>。

在發現的基礎上，它們可以選擇進一步調查<em>小行星</em>，以提供更多的資訊，然後再訪問<em>小行星</em>。當發現<em>小行星</em>時，花費的<electronics(20000)>必須儲存在<em>偵察中心</em>。",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00044),OnScreenHint HintDiscoveringNewAsteroids text,,,,1005383,,
915848867453,Discovering New Asteroids,發現新的小行星,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00045),OnScreenHint HintDiscoveringNewAsteroids title,,,,1005383,,
629055319176,"The <em>surface of Mars</em> and the <em>Underground</em> are two independent maps that each have their own set of resources, vehicles, colonists and prefabs. <em>Elevators</em> function as a connection between these two maps. They can be used to move vehicles, resources, colonists and prefabs between the two maps. 

By using the <em>Transport Cargo</em> action on the <em>Elevator</em>, cargo can be selected that will be transported to the other side of the <em>Elevator</em>. Once a resource is loaded into the <em>Elevator</em> it is immediately transported to the other side.","<em>火星地表</em>和<em>地下</em>是兩張獨立的地圖，有各自的一系列資源、載具、殖民地居民和預製件。<em>電梯</em>的作用是連線這兩張地圖。它們能用來在兩張地圖之間轉移載具、資源、殖民地居民和預製件。

對<em>電梯</em>進行<em>運輸貨物</em>操作可選擇要運到<em>電梯</em>另一頭的貨物。資源裝載進<em>電梯</em>後，就會立刻被運到另一頭。","The <em>surface of Mars</em> and the <em>Underground</em> are two independent maps that each have their own set of resources, vehicles, colonists and prefabs. <em>Elevators</em> function as a connection between these two maps. They can be used to move vehicles, resources, colonists and prefabs between the two maps. 

By using the <em>Edit Payload</em> action on the <em>Elevator</em>, cargo can be selected that will be transported to the other side of the <em>Elevator</em>. Once a resource is loaded into the <em>Elevator</em> it is immediately transported to the other side.","<em>火星地表</em>和<em>地下</em>是两张独立的地图，有各自的一系列资源、载具、殖民地居民和预制件.<em>电梯</em>的作用是连接这两张地图。它们能用来在两张地图之间转移载具、资源、殖民地居民和预制件。

对<em>电梯</em>进行<em>编辑货物</em>操作可选择要晕倒<em>电梯</em>另一头的货物。资源装载进<em>电梯</em>后，就会立刻被运到另一头。",OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00053),OnScreenHint HintFirstElevator text,,,,1011042,,
309315782491,The Elevator,電梯,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00054),OnScreenHint HintFirstElevator title,,,,1006192,,
598042069046,"<em>Cave-ins</em> are the result of <em>Underground Marsquakes</em>. During these events buildings in the Underground can also be covered by a <em>Cave-in</em>, making them inoperable until the rubble is cleared.

<em>Cave-ins</em> can be cleared by <em>Drones</em> to free any buildings buried under the rubble and clear the space for construction.","<em>塌方</em>是由<em>地下地震</em>所造成的。在這過程中，地下也會被<em>塌方</em>所掩埋，直到碎石被完全清除前都無法使用。

<em>塌方</em>可透過<em>無人機</em>清除，以此挖出被碎石掩埋的建築，並清理出可供建造的空地。","<em>Cave-ins</em> are blockages of rock and rubble that appear in the Martian underground. They can be cleared by <em>Drones</em> once the appropriate research is completed. Remembering the locations where <em>Cave-ins</em> obstruct the path can be useful as they often block access to valuable resources. 

<em>Underground Marsquakes</em> can cause new <em>Cave-ins</em>. During these events buildings in the underground can also be covered by a <em>Cave-in</em>, making them inoperable until the rubble is cleared.","<em>塌方</em>是出现在火星地下的岩石和碎石堵塞物。完成相应研究后，就能用<em>无人机</em>清理塌方了。记住<em>塌方</em>堵塞通路的位置可能会有帮助，因为它们往往会挡住通往珍贵资源的道路。

<em>地下地震</em>可能会制造新的<em>塌方</em>。地震期间，地下建筑可能会被<em>塌方</em>掩埋，必须清理掉碎石才能恢复运转。",OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00062),OnScreenHint HintCaveIns text,,,,1008841,,
705637076174,Cave-Ins,塌方,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/OnScreenHint.lua(00063),OnScreenHint HintCaveIns title,,,,1006192,,
